ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAR020C	168	1	1	0	0	5.95238095238095	126.789378498753	1	1	0	0	5.95238095238095	126.789378498753
YAR023C	540	1	1	0	0	1.85185185185185	39.4455844218342	1	1	0	0	1.85185185185185	39.4455844218342
tL(CAA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
tS(AGA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR027W	708	35	35	0	0	49.4350282485876	1052.99653329473	35	35	0	0	49.4350282485876	1052.99653329473
YAR028W	705	18	18	0	0	25.531914893617	543.845504369119	18	18	0	0	25.531914893617	543.845504369119
YAR029W	225	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR030C	342	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR031W	897	10	10	0	0	11.1482720178372	237.465056720072	10	10	0	0	11.1482720178372	237.465056720072
YAR033W	705	7	7	0	0	9.9290780141844	211.495473921324	7	7	0	0	9.9290780141844	211.495473921324
YAR035W	2064	3	3	0	0	1.45348837209302	30.9601970752769	3	3	0	0	1.45348837209302	30.9601970752769
YAR035C-A	81	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR042W	3567	83	83	0	0	23.268853378189	495.640900977463	83	83	0	0	23.268853378189	495.640900977463
YAR047C	321	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR050W	4614	16	16	0	0	3.46770697876029	73.8642933256714	6	6	0	0	1.30039011703511	27.6991099971268
YAR053W	297	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR060C	336	2	2	0	0	5.95238095238095	126.789378498753	2	2	0	0	5.95238095238095	126.789378498753
YAR061W	204	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR062W	597	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR064W	300	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR066W	612	15	15	0	0	24.5098039215686	522.073911465453	15	15	0	0	24.5098039215686	522.073911465453
YAR068W	486	6	6	0	0	12.3456790123457	262.970562812228	6	6	0	0	12.3456790123457	262.970562812228
YAR069C	294	1	1	0	0	3.40136054421769	72.4510734278588	1	1	0	0	3.40136054421769	72.4510734278588
YAR070C	300	0	0	NA	0	0	0	0	0	NA	0	0	0
