ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAL026C	4068	304	256	0.157894736842105	48	74.7295968534906	760.41309441354	303	255	0.158415841584158	48	74.4837758112094	757.911735550338
HRA1	564	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL025C	921	62	56	0.0967741935483871	6	67.3181324647123	684.997532075424	61	55	0.0983606557377049	6	66.2323561346363	673.949184783885
YAL024C	4308	103	96	0.0679611650485437	7	23.9090064995357	243.286761633536	103	96	0.0679611650485437	7	23.9090064995357	243.286761633536
YAL023C	2280	723	463	0.359612724757953	260	317.105263157895	3226.7134383912	723	463	0.359612724757953	260	317.105263157895	3226.7134383912
YAL022C	1554	89	74	0.168539325842697	15	57.2715572715573	582.768326345024	89	74	0.168539325842697	15	57.2715572715573	582.768326345024
YAL021C	2514	215	176	0.181395348837209	39	85.5210819411297	870.222151525105	215	176	0.181395348837209	39	85.5210819411297	870.222151525105
YAL020C	1002	23	23	0	0	22.9540918163673	233.570000675322	23	23	0	0	22.9540918163673	233.570000675322
YAL019W-A	570	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL019W	3396	254	214	0.15748031496063	40	74.793875147232	761.06715998201	254	214	0.15748031496063	40	74.793875147232	761.06715998201
YAL018C	978	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL017W	4071	218	190	0.128440366972477	28	53.5494964382216	544.894392655523	218	190	0.128440366972477	28	53.5494964382216	544.894392655523
YAL016C-B	186	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL016C-A	315	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL016W	1908	350	252	0.28	98	183.438155136268	1866.58005735201	347	249	0.282420749279539	98	181.865828092243	1850.58079971756
YAL015C	1200	32	32	0	0	26.6666666666667	271.3474094802	29	29	0	0	24.1666666666667	245.908589841431
YAL014C	768	44	38	0.136363636363636	6	57.2916666666667	582.972950055117	44	38	0.136363636363636	6	57.2916666666667	582.972950055117
YAL013W	1218	39	39	0	0	32.0197044334975	325.817394388171	39	39	0	0	32.0197044334975	325.817394388171
YAL012W	1185	637	350	0.450549450549451	287	537.552742616034	5469.88290629391	637	350	0.450549450549451	287	537.552742616034	5469.88290629391
YAL011W	1878	41	41	0	0	21.8317358892439	222.149436675084	39	39	0	0	20.7667731629393	211.312878788494
YAL010C	1482	38	34	0.105263157894737	4	25.6410256410256	260.910970654039	38	34	0.105263157894737	4	25.6410256410256	260.910970654039
YAL009W	780	24	21	0.125	3	30.7692307692308	313.093164784846	24	21	0.125	3	30.7692307692308	313.093164784846
YAL008W	597	34	30	0.117647058823529	4	56.9514237855946	579.510799141131	34	30	0.117647058823529	4	56.9514237855946	579.510799141131
YAL007C	648	182	113	0.379120879120879	69	280.864197530864	2857.94146559007	182	113	0.379120879120879	69	280.864197530864	2857.94146559007
tP(UGG)A	72	2	2	0	0	27.7777777777778	282.653551541875	2	2	0	0	27.7777777777778	282.653551541875
YAL005C	1929	13391	1506	0.887536405048167	11885	6941.9388284085	70637.8919196998	13317	1468	0.889764962078546	11849	6903.57698289269	70247.539892065
YAL004W	648	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL003W	621	1959	382	0.805002552322614	1577	3154.58937198068	32099.6120272773	1957	380	0.805825242718447	1577	3151.36876006441	32066.8406010116
snR18	102	18	14	0.222222222222222	4	176.470588235294	1795.68138626603	18	14	0.222222222222222	4	176.470588235294	1795.68138626603
YAL002W	3825	85	80	0.0588235294117647	5	22.2222222222222	226.1228412335	85	80	0.0588235294117647	5	22.2222222222222	226.1228412335
YAL001C	3483	122	109	0.10655737704918	13	35.0272753373529	356.421015897765	122	109	0.10655737704918	13	35.0272753373529	356.421015897765
YAR002W	1620	135	108	0.2	27	83.3333333333333	847.960654625625	135	108	0.2	27	83.3333333333333	847.960654625625
YAR002C-A	660	187	114	0.390374331550802	73	283.333333333333	2883.06622572713	187	114	0.390374331550802	73	283.333333333333	2883.06622572713
YAR003W	1281	39	36	0.0769230769230769	3	30.4449648711944	309.793588106786	39	36	0.0769230769230769	3	30.4449648711944	309.793588106786
YAR007C	1866	138	116	0.159420289855072	22	73.9549839228296	752.530998960362	138	116	0.159420289855072	22	73.9549839228296	752.530998960362
YAR008W	828	24	24	0	0	28.9855072463768	294.942836391522	24	24	0	0	28.9855072463768	294.942836391522
YAR009C	3591	34607	3146	0.909093535989829	31461	9637.14842662211	98063.0722627536	34267	2939	0.914232351825371	31328	9542.46727930938	97099.6416108815
YAR010C	1323	13494	1326	0.901734104046243	12168	10199.5464852608	103785.769374315	13096	1107	0.915470372632865	11989	9898.71504157218	100724.650639249
tA(UGC)A	73	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR014C	2130	181	150	0.171270718232044	31	84.9765258215962	864.681005561905	181	150	0.171270718232044	31	84.9765258215962	864.681005561905
YAR015W	921	201	151	0.248756218905473	50	218.241042345277	2220.71780559936	192	143	0.255208333333333	49	208.469055374593	2121.28267997551
YAR018C	1308	30	29	0.0333333333333333	1	22.9357798165138	233.383666410723	30	29	0.0333333333333333	1	22.9357798165138	233.383666410723
YAR019C	2925	74	73	0.0135135135135135	1	25.2991452991453	257.432157711985	74	73	0.0135135135135135	1	25.2991452991453	257.432157711985
YAR019W-A	333	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR020C	168	1	1	0	0	5.95238095238095	60.5686181875447	1	1	0	0	5.95238095238095	60.5686181875447
YAR023C	540	5	5	0	0	9.25925925925926	94.2178505139584	5	5	0	0	9.25925925925926	94.2178505139584
tL(CAA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
tS(AGA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR027W	708	107	86	0.196261682242991	21	151.129943502825	1537.82694991427	107	86	0.196261682242991	21	151.129943502825	1537.82694991427
YAR028W	705	71	62	0.126760563380282	9	100.709219858156	1024.7694719731	69	60	0.130434782608696	9	97.8723404255319	995.902726283713
YAR029W	225	6	6	0	0	26.6666666666667	271.3474094802	6	6	0	0	26.6666666666667	271.3474094802
YAR030C	342	2	2	0	0	5.84795321637427	59.5060108509211	2	2	0	0	5.84795321637427	59.5060108509211
YAR031W	897	53	43	0.188679245283019	10	59.0858416945373	601.229628028871	52	42	0.192307692307692	10	57.9710144927536	589.885672783044
YAR033W	705	32	28	0.125	4	45.3900709219858	461.867931030128	29	25	0.137931034482759	4	41.1347517730496	418.567812496053
YAR035W	2064	6	6	0	0	2.90697674418605	29.5800228357776	6	6	0	0	2.90697674418605	29.5800228357776
YAR035C-A	81	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR042W	3567	210	191	0.0904761904761905	19	58.8730025231287	599.063877111459	209	190	0.0909090909090909	19	58.5926548920662	596.211191982357
YAR047C	321	2	2	0	0	6.23052959501558	63.3989274486449	2	2	0	0	6.23052959501558	63.3989274486449
YAR050W	4614	25	25	0	0	5.41829215431296	55.1339827454893	11	11	0	0	2.3840485478977	24.2589524080153
YAR053W	297	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR060C	336	5	5	0	0	14.8809523809524	151.421545468862	5	5	0	0	14.8809523809524	151.421545468862
YAR061W	204	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR062W	597	3	3	0	0	5.0251256281407	51.1333058065704	2	2	0	0	3.3500837520938	34.0888705377136
YAR064W	300	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR066W	612	10	10	0	0	16.3398692810458	166.266795024632	10	10	0	0	16.3398692810458	166.266795024632
YAR068W	486	35	34	0.0285714285714286	1	72.0164609053498	732.805503997454	35	34	0.0285714285714286	1	72.0164609053498	732.805503997454
YAR069C	294	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR070C	300	0	0	NA	0	0	0	0	0	NA	0	0	0
