Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
tA(UGC)A	TGA1	I	+	166267	166339	0.000000	0.000000	0.000000
YAR014C	BUD14	I	-	166742	168871	8.174413	960.679810	1886.610718
YAR015W	ADE1	I	+	169375	170295	18.520630	2176.595947	4274.462402
YAR018C	KIN3	I	-	170396	171703	2.163100	254.213531	499.231934
YAR019C	CDC15	I	-	172211	175135	2.475214	290.894073	571.266174
YAR019W-A	YAR019W-A	I	+	174998	175330	0.000000	0.000000	0.000000
YAR020C	PAU7	I	-	176856	177023	0.000000	0.000000	0.000000
YAR023C	YAR023C	I	-	179281	179820	1.111417	130.616837	256.509094
tL(CAA)A	SUP56	I	+	181141	181254	0.000000	0.000000	0.000000
tS(AGA)A	tS(AGA)A	I	-	182522	182603	0.000000	0.000000	0.000000
YAR027W	UIP3	I	+	183770	184477	12.653955	1487.128174	2920.465088
YAR028W	YAR028W	I	+	184892	185596	9.029078	1061.122437	2083.863037
YAR029W	YAR029W	I	+	186321	186545	2.295901	269.820709	529.881714
YAR030C	YAR030C	I	-	186512	186853	0.000000	0.000000	0.000000
YAR031W	PRM9	I	+	186836	187732	5.195467	610.585754	1199.086060
YAR033W	MST28	I	+	188107	188811	3.798047	446.357086	876.568970
YAR035W	YAT1	I	+	190193	192256	0.000000	0.000000	0.000000
YAR035C-A	YAR035C-A	I	-	192337	192417	0.000000	0.000000	0.000000
YAR042W	SWH1	I	+	192619	196185	5.692739	669.026611	1313.853760
YAR047C	YAR047C	I	-	201467	201787	0.000000	0.000000	0.000000
YAR050W	FLO1	I	+	203403	208016	0.000000	0.000000	0.000000
YAR053W	YAR053W	I	+	208367	208663	0.000000	0.000000	0.000000
YAR060C	YAR060C	I	-	217157	217492	1.461310	171.737244	337.262543
YAR061W	YAR061W	I	+	218140	218343	0.000000	0.000000	0.000000
YAR062W	YAR062W	I	+	218549	219145	0.000000	0.000000	0.000000
YAR064W	YAR064W	I	+	220198	220497	0.000000	0.000000	0.000000
YAR066W	YAR066W	I	+	221049	221660	1.471405	172.923630	339.592407
YAR068W	YAR068W	I	+	222406	222891	6.481482	761.721863	1495.891357
YAR069C	YAR069C	I	-	224011	224304	0.000000	0.000000	0.000000
YAR070C	YAR070C	I	-	224563	224862	0.000000	0.000000	0.000000
