Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YAL001C	TFC3	I	-	147594	151166	2.824289	176.770462	443.790863
YAR002W	NUP60	I	+	152257	153876	6.461006	404.390289	1015.241516
YAR002C-A	ERP1	I	-	154065	154724	24.759848	1549.703125	3890.605469
YAR003W	SWD1	I	+	155005	156285	2.750976	172.181854	432.270935
YAR007C	RFA1	I	-	156754	158619	9.205050	576.138306	1446.423218
YAR008W	SEN34	I	+	158966	159793	0.000000	0.000000	0.000000
YAR009C	YAR009C	I	-	160597	164187	1662.699219	104067.289062	261266.015625
YAR010C	YAR010C	I	-	164544	165866	1887.863159	118160.164062	296646.843750
tA(UGC)A	TGA1	I	+	166267	166339	0.000000	0.000000	0.000000
YAR014C	BUD14	I	-	166742	168871	5.759155	360.461853	904.957092
YAR015W	ADE1	I	+	169375	170295	18.148209	1135.884888	2851.694336
YAR018C	KIN3	I	-	170396	171703	3.968654	248.395538	623.609131
YAR019C	CDC15	I	-	172211	175135	1.388991	86.936066	218.257233
YAR019W-A	YAR019W-A	I	+	174998	175330	0.000000	0.000000	0.000000
YAR020C	PAU7	I	-	176856	177023	0.000000	0.000000	0.000000
YAR023C	YAR023C	I	-	179281	179820	0.000000	0.000000	0.000000
tL(CAA)A	SUP56	I	+	181141	181254	0.000000	0.000000	0.000000
tS(AGA)A	tS(AGA)A	I	-	182522	182603	0.000000	0.000000	0.000000
YAR027W	UIP3	I	+	183770	184477	9.604997	601.170715	1509.268311
YAR028W	YAR028W	I	+	184892	185596	3.687307	230.786209	579.400024
YAR029W	YAR029W	I	+	186321	186545	0.000000	0.000000	0.000000
YAR030C	YAR030C	I	-	186512	186853	0.000000	0.000000	0.000000
YAR031W	PRM9	I	+	186836	187732	3.096524	193.809479	486.568146
YAR033W	MST28	I	+	188107	188811	1.496108	93.640457	235.088928
YAR035W	YAT1	I	+	190193	192256	0.000000	0.000000	0.000000
YAR035C-A	YAR035C-A	I	-	192337	192417	0.000000	0.000000	0.000000
YAR042W	SWH1	I	+	192619	196185	5.989804	374.898041	941.199829
YAR047C	YAR047C	I	-	201467	201787	0.000000	0.000000	0.000000
YAR050W	FLO1	I	+	203403	208016	0.000000	0.000000	0.000000
YAR053W	YAR053W	I	+	208367	208663	0.000000	0.000000	0.000000
YAR060C	YAR060C	I	-	217157	217492	0.000000	0.000000	0.000000
YAR061W	YAR061W	I	+	218140	218343	0.000000	0.000000	0.000000
YAR062W	YAR062W	I	+	218549	219145	0.000000	0.000000	0.000000
YAR064W	YAR064W	I	+	220198	220497	0.000000	0.000000	0.000000
YAR066W	YAR066W	I	+	221049	221660	1.863931	116.662254	292.886292
YAR068W	YAR068W	I	+	222406	222891	2.426359	151.864273	381.262665
YAR069C	YAR069C	I	-	224011	224304	0.000000	0.000000	0.000000
YAR070C	YAR070C	I	-	224563	224862	0.000000	0.000000	0.000000
YAL069W	YAL069W	I	+	335	649	0.0	0.0	0.0
YAL068W-A	YAL068W-A	I	+	538	792	0.0	0.0	0.0
