Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
tA(UGC)A	TGA1	I	+	166267	166339	0.000000	0.000000	0.000000
YAR014C	BUD14	I	-	166742	168871	4.499530	547.217712	1337.748657
YAR015W	ADE1	I	+	169375	170295	10.072747	1225.013672	2994.713867
YAR018C	KIN3	I	-	170396	171703	2.683720	326.385040	797.892883
YAR019C	CDC15	I	-	172211	175135	1.175744	142.990036	349.558746
YAR019W-A	YAR019W-A	I	+	174998	175330	0.000000	0.000000	0.000000
YAR020C	PAU7	I	-	176856	177023	0.000000	0.000000	0.000000
YAR023C	YAR023C	I	-	179281	179820	0.000000	0.000000	0.000000
tL(CAA)A	SUP56	I	+	181141	181254	0.000000	0.000000	0.000000
tS(AGA)A	tS(AGA)A	I	-	182522	182603	0.000000	0.000000	0.000000
YAR027W	UIP3	I	+	183770	184477	7.086330	861.815674	2106.826416
YAR028W	YAR028W	I	+	184892	185596	5.026950	611.360779	1494.555176
YAR029W	YAR029W	I	+	186321	186545	1.318886	160.398499	392.116089
YAR030C	YAR030C	I	-	186512	186853	1.067190	129.788071	317.284698
YAR031W	PRM9	I	+	186836	187732	3.212120	390.647278	954.990723
YAR033W	MST28	I	+	188107	188811	0.000000	0.000000	0.000000
YAR035W	YAT1	I	+	190193	192256	0.000000	0.000000	0.000000
YAR035C-A	YAR035C-A	I	-	192337	192417	0.000000	0.000000	0.000000
YAR042W	SWH1	I	+	192619	196185	5.024438	611.055298	1493.808350
YAR047C	YAR047C	I	-	201467	201787	0.000000	0.000000	0.000000
YAR050W	FLO1	I	+	203403	208016	0.000000	0.000000	0.000000
YAR053W	YAR053W	I	+	208367	208663	0.000000	0.000000	0.000000
YAR060C	YAR060C	I	-	217157	217492	1.232326	149.871353	366.381042
YAR061W	YAR061W	I	+	218140	218343	0.000000	0.000000	0.000000
YAR062W	YAR062W	I	+	218549	219145	0.000000	0.000000	0.000000
YAR064W	YAR064W	I	+	220198	220497	0.000000	0.000000	0.000000
YAR066W	YAR066W	I	+	221049	221660	1.910317	232.326340	567.953552
YAR068W	YAR068W	I	+	222406	222891	2.582549	314.080933	767.813904
YAR069C	YAR069C	I	-	224011	224304	0.000000	0.000000	0.000000
YAR070C	YAR070C	I	-	224563	224862	0.000000	0.000000	0.000000
