Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
tL(CAA)A	SUP56	I	+	181141	181254	0.000000	0.000000	0.000000
tS(AGA)A	tS(AGA)A	I	-	182522	182603	0.000000	0.000000	0.000000
YAR027W	UIP3	I	+	183770	184477	6.488700	806.639160	1970.142822
YAR028W	YAR028W	I	+	184892	185596	3.509220	436.246735	1065.493042
YAR029W	YAR029W	I	+	186321	186545	0.000000	0.000000	0.000000
YAR030C	YAR030C	I	-	186512	186853	0.000000	0.000000	0.000000
YAR031W	PRM9	I	+	186836	187732	1.461911	181.736649	443.875275
YAR033W	MST28	I	+	188107	188811	1.377065	171.189072	418.113770
YAR035W	YAT1	I	+	190193	192256	0.000000	0.000000	0.000000
YAR035C-A	YAR035C-A	I	-	192337	192417	0.000000	0.000000	0.000000
YAR042W	SWH1	I	+	192619	196185	3.483319	433.026886	1057.628784
YAR047C	YAR047C	I	-	201467	201787	0.000000	0.000000	0.000000
YAR050W	FLO1	I	+	203403	208016	0.000000	0.000000	0.000000
YAR053W	YAR053W	I	+	208367	208663	0.000000	0.000000	0.000000
YAR060C	YAR060C	I	-	217157	217492	0.000000	0.000000	0.000000
YAR061W	YAR061W	I	+	218140	218343	0.000000	0.000000	0.000000
YAR062W	YAR062W	I	+	218549	219145	0.000000	0.000000	0.000000
YAR064W	YAR064W	I	+	220198	220497	0.000000	0.000000	0.000000
YAR066W	YAR066W	I	+	221049	221660	3.343138	415.600372	1015.066101
YAR068W	YAR068W	I	+	222406	222891	1.757202	218.445602	533.533508
YAR069C	YAR069C	I	-	224011	224304	0.000000	0.000000	0.000000
YAR070C	YAR070C	I	-	224563	224862	0.000000	0.000000	0.000000
YAL069W	YAL069W	I	+	335	649	0.0	0.0	0.0
YAL068W-A	YAL068W-A	I	+	538	792	0.0	0.0	0.0
