Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
tA(UGC)A	TGA1	I	+	166267	166339	0.000000	0.000000	0.000000
YAR014C	BUD14	I	-	166742	168871	8.174413	960.691101	1886.700317
YAR015W	ADE1	I	+	169375	170295	18.520630	2176.621582	4274.665527
YAR018C	KIN3	I	-	170396	171703	2.163100	254.216522	499.255646
YAR019C	CDC15	I	-	172211	175135	2.475214	290.897491	571.293274
YAR019W-A	YAR019W-A	I	+	174998	175330	0.000000	0.000000	0.000000
YAR020C	PAU7	I	-	176856	177023	0.000000	0.000000	0.000000
YAR023C	YAR023C	I	-	179281	179820	1.111417	130.618378	256.521301
tL(CAA)A	SUP56	I	+	181141	181254	0.000000	0.000000	0.000000
tS(AGA)A	tS(AGA)A	I	-	182522	182603	0.000000	0.000000	0.000000
YAR027W	UIP3	I	+	183770	184477	12.653955	1487.145630	2920.604004
YAR028W	YAR028W	I	+	184892	185596	9.029078	1061.134888	2083.961914
YAR029W	YAR029W	I	+	186321	186545	2.295901	269.823883	529.906860
YAR030C	YAR030C	I	-	186512	186853	0.000000	0.000000	0.000000
YAR031W	PRM9	I	+	186836	187732	5.195467	610.592957	1199.142944
YAR033W	MST28	I	+	188107	188811	3.798047	446.362335	876.610596
YAR035W	YAT1	I	+	190193	192256	0.000000	0.000000	0.000000
YAR035C-A	YAR035C-A	I	-	192337	192417	0.000000	0.000000	0.000000
YAR042W	SWH1	I	+	192619	196185	5.692739	669.034424	1313.916138
YAR047C	YAR047C	I	-	201467	201787	0.000000	0.000000	0.000000
YAR050W	FLO1	I	+	203403	208016	0.000000	0.000000	0.000000
YAR053W	YAR053W	I	+	208367	208663	0.000000	0.000000	0.000000
YAR060C	YAR060C	I	-	217157	217492	1.461310	171.739258	337.278564
YAR061W	YAR061W	I	+	218140	218343	0.000000	0.000000	0.000000
YAR062W	YAR062W	I	+	218549	219145	0.000000	0.000000	0.000000
YAR064W	YAR064W	I	+	220198	220497	0.000000	0.000000	0.000000
YAR066W	YAR066W	I	+	221049	221660	1.471405	172.925659	339.608551
YAR068W	YAR068W	I	+	222406	222891	6.275720	737.548828	1448.471436
YAR069C	YAR069C	I	-	224011	224304	0.000000	0.000000	0.000000
YAR070C	YAR070C	I	-	224563	224862	0.000000	0.000000	0.000000
